originating_name,target_name,reaction_count,message,name,description,link
BPI,parlace,192,"Jarek Nohavica: Nenechme si vzít, co jsme zdědili od pradědů, dědů a otců","Jarek Nohavica: Nenechme si vzít, co jsme zdědili od pradědů, dědů a otců",O písni „Arab mi šahá na babu“ mimo jiné pohovořil reportér Tomáš Poláček s jejím autorem Jarkem Nohavicou. Ochutnávku rozhovoru z nového čísla Reportér Magazínu zveřejnil na svém facebookovém profilu.,http://www.parlamentnilisty.cz/arena/monitor/Jarek-Nohavica-Nenechme-si-vzit-co-jsme-zdedili-od-pradedu-dedu-a-otcu-461792
BPI,usvit,190,"Alena Vitásková - Senát 2016: Ti, co pomáhali vytunelovat OKD, sedí ve vládě a nikdo je nestíhá. Současná Sobotkova vláda je spojena i s ekonomicko-politickou mafií, která vydělává například na obnovitelných zdrojích energie. Vyvlastnění majetku Zdeňka Bakaly je jedinou možností, jak krádež OKD alespoň částečně napravit. 

Za zásadní považuji, aby byl výnos z dražby vyvlastněného majetku převeden na účet Moravskoslezského kraje a následně především na účty občanů na Ostravsku, kteří kvůli Bakalovi přišli o střechu nad hlavou a mnozí také o práci",Vitásková připravila zákon o vyvlastnění majetku miliardáře Bakaly,"Ostravská kandidátka Úsvitu - Národní koalice do Senátu Alena Vitásková chce oslovit voliče návrhem zákona na vyvlastnění majetku miliardáře Zdeňka Bakaly, bývalého spolumajitele černouhelné OKD. Předseda strany Miroslav Lidinský v úterý řekl, že speciální zákon má dovolit vyvlastnit a později vydra...",https://www.novinky.cz/ekonomika/414511-vitaskova-pripravila-zakon-o-vyvlastneni-majetku-miliardare-bakaly.html
BPI,IvCRN,183,"Polský premiér hájí polské zájmy.
Maďarský premiér hájí maďarské zájmy.
Slovenský premiér hájí slovenské zájmy.
""Český"" premiér hájí zájmy Merkelové.",Nepůjdeme cestou laciného populismu. Sobotka v rozhlase rozhořčeně odmítl Tejcův nápad s vyhošťováním migrantů,"Hostem Dvaceti minut Radiožurnálu byl dnes premiér a předseda ČSSD Bohuslav Sobotka. Vyjádřil se nejen ke změnám ve vládě, ale i ve straně.",http://www.parlamentnilisty.cz/arena/monitor/Nepujdeme-cestou-lacineho-populismu-Sobotka-v-rozhlase-rozhorcene-odmitl-Tejcuv-napad-s-vyhostovanim-migrantu-462798
BPI,IvCRN,182,"Opravdu šokující: Stát zcela rezignuje.
Tak to natvrdo zaznělo na semináři ve sněmovně: bránit se musí lidé sami, náš stát se proti nim nedokáže ubránit. Bezradnost a žádné rozumné a reálné východisko, a to i přes účast bezpečnostně-mediálních hvězd.
Řešení ovšem existuje: Schengen. Ten ovšem chtějí zachovat, i kdyby nás tu měli vybít. Dovolíme to?

Irena Válová
 http://www.ceska-justice.cz/2016/11/odbornici-ve-snemovne-masivni-migraci-se-neubranime-v-evrope-jsou-desetitisice-dzihadistu/","Odborníci ve sněmovně: Masivní migraci se neubráníme, v Evropě jsou desetitisíce džihádistů - Česká justice","Bezradnost a žádné rozumné a reálné východisko, a to i přes účast bezpečnostně-mediálních hvězd.To byl výsledek semináře na téma Bezpečnostní aspekty migrační krize v poslanecké sněmovně Parlamentu ČR, který proběhl toto úterý. Mnoho znepokojujících informací, ale žádný opravdový plán. Seminář proto...",http://www.ceska-justice.cz/2016/11/odbornici-ve-snemovne-masivni-migraci-se-neubranime-v-evrope-jsou-desetitisice-dzihadistu/
BPI,IvCRN,182,"Muslimové bojují za své islámské požadavky i ve školách. Už jsme článek sdíleli z Blesku. Co je ale jinak v tomto článku, je upozornění (pravdivé), že my, IVČRN, jsme na problém zvyšování muslimských požadavků upozorňovali již dávno!",Muslimové agresivně lobbují za islám na českých školách. Ředitelé se bojí nařčení z rasismu,"Případy multikulturního fanatismu Muslimové agresivně lobbují za islám na českých školách. Ředitelé se bojí nařčení z rasismu Listopad 18, 2016 admin Napsat komentář Případ Střední zdravotnické školy v Praze otevřel dveře novým požadavkům muslimských studentů a studentek vůči českým školám. Předseda...",http://www.stop-multikulti.cz/muslimove-agresivne-lobbuji-za-islam-na-ceskych-skolach-reditele-se-boji-narceni-z-rasismu/
BPI,usvit,182,"Tatjana Festerling: V Německu je islamizace v plném proudu a nedá se zastavit! Díky Angele Merkelové se tento proces ještě urychlil. V některých městech a obcích máme stavy podobající se občanské válce. Nenechte dopustit, aby k tomu došlo i u vás v České republice. 
Apeluji na vás z Německa, podporujte svého prezidenta a Úsvit národní koalice, přijďte na jednu ze čtyř demonstrací proti islamizaci 28. 9. od 14:00 v Praze, Ostravě, Plzni a Mostě. V Mostě se na vás budu těšit osobně. Přijďte!

Přidejte se a pozvěte i své přátele: https://www.facebook.com/events/216658975401437/",Tatjana Festerling: V Německu se islamizace už nedá zastavit,,https://www.facebook.com/usvitnarodnikoalice.cz/videos/1239209222796933/
BPI,usvit,182,"Vláda chce schválit PŮL MILIARDY ZA SLUŽBY PRO 6000 UPRCHLÍKŮ! Pokud to schválí podáme trestní oznámení!

Vláda bude ve středu schvalovat veřejnou zakázku pod názvem „Generální poskytovatel integračních služeb pro osoby s udělenou mezinárodní ochranou pro období let 2017 – 2019“. Předmětem zakázky je integrace 6000 islámských imigrantů. Premiér Sobotka, vicepremiér Babiš i ministři napříč vládou opakují, že odmítají přijímat imigranty. Přesto všichni tito členové vlády s touto veřejnou zakázkou souhlasí a v připomínkovém řízení se proti ní žádný nepostavil. Cena za zakázku je 520 milionů korun.

„Sobotka, Babiš a další ministři lžou každý den českému národu do očí. V době, kdy Evropa čelí islámské radikalizaci a terorismu, je to pro mě jako pro vojáka válečná zrada,“ uvedl k tomuto kroku vlády předseda Úsvitu a válečný veterán Miroslav Lidinský.

„Jsme toho názoru, že v situaci, kdy oficiální stanovisko české vlády zní, že vláda odmítá přijímání imigrantů je zadání takové zakázky naprosto nehospodárné, neboť k zadání zakázky není žádný důvod. Oznamujeme proto, že pokud tento materiál vláda schválí, podá strana Úsvit-Národní koalice trestní oznámení za porušení povinností při správě cizího majetku,“ konkretizoval další postup Úsvitu předseda Lidinský.

Pokud souhlasíte s trestním oznámením na vládu lajkněte post a sdílejte!",Timeline Photos,,https://www.facebook.com/usvitnarodnikoalice.cz/photos/a.541636472554215.1073741828.526346124083250/1223046817746507/?type=3
BPI,usvit,178,"Marek Černoch: Budu mluvit na tvrdo, přímo a bez politické korektnosti, která si myslím, že sem vůbec nepatří.

Dohoda s Tureckem není nic jiného, než vydírání. Prezident Erdogan chytil Evropu pod krkem a vy mu, pane premiére Sobotko, ještě tleskáte. Cíl Turecka je jediný. Vymáčknout z Evropské unie co nejvíc, ať už v penězích, nebo v politických dohodách.",,,https://www.facebook.com/usvitnarodnikoalice.cz/videos/1235983356452853/
BPI,IvCRN,175,"Obvykle ""rozumy"" plakajícího levicového (pseudo-)liberála nesdílíme, ale zde na sebe Matěj Stropnický prozrazuje nejspíše více, než by chtěl.

Ukazuje totiž uvažování jasného submisiva - všimněte si, s jakou SAMOZŘEJMOSTÍ příjímá ""konec dominance bílého muže, protože svět patří také ženám (a mužům) jiné barvy pleti, vyznání a kultury"".

Je naprostou tragédií, když se lidé s tímto osobnostním nastavením dostávají do vedoucích pozic, které pak místo aby vyjednávali (či plenili :) území konkurenta či protivníka, mu se vší slávou nastavují své ... v případě Matýska nejspíše... ""lady parts"" B|

Aneb - takhle to dopadá, když inhalujete kulturní relativismus moc dlouho. Pak nerozeznáte halal praktikujícího barbara (tedy kořist) od skutečného kamaráda a spojence.

-s-

http://www.parlamentnilisty.cz/arena/monitor/Bili-muzi-si-chteji-ukrast-zpatky-svet-ktery-uz-davno-neni-jejich-Ctete-komentar-Stropnickeho-juniora-k-americkym-volbam-a-zhluboka-dychejte-462074","Bílí muži si chtějí ukrást zpátky svět, který už dávno není jejich. Čtěte komentář Stropnického juniora k americkým volbám a zhluboka dýchejte","Předseda Strany zelených Matěj Stropnický se vyjádřil k americkým prezidentským volbám. Zpražil „bílé muže“. Sice vyhrál Donald Trump, ale bílí muži, kteří ho volili, by se neměli radovat. Svět už jim totiž nepatří tak, jako dřív. Trump se prý snaží přesvědčit „bílé muže“, že světu dál vládnou, čímž...",http://www.parlamentnilisty.cz/arena/monitor/Bili-muzi-si-chteji-ukrast-zpatky-svet-ktery-uz-davno-neni-jejich-Ctete-komentar-Stropnickeho-juniora-k-americkym-volbam-a-zhluboka-dychejte-462074
BPI,cssd,174,"„My tady nemáme žádnou silnou muslimskou komunitu. Popravdě řečeno si ani nepřejeme, aby se tady nějaká silná muslimská komunita vytvořila.“ Bohuslav Sobotka",B. Sobotka: Nechceme tady mít silnou muslimskou komunitu,"S německou kancléřkou Angelou Merkelovou hodlá premiér Bohuslav Sobotka (ČSSD) ve čtvrtek v Praze projednat svůj návrh na zřízení evropské armády. V rozhovoru pro Právo řekl, že nechce, aby se v Česku vytvořila silná muslimská ...",https://www.cssd.cz/media/cssd-v-mediich/sobotka-nechceme-tady-mit-silnou-muslimskou-komunitu/
BPI,IvCRN,173,"Kde jsou všichni bojovníci za svobodu? Kdo čeká na letišti u letadel z Turecka, tak jako naši milí bojovníci minulých válek čekají u letadel z Ruska na jednotlivé zavřené novináře? 

Hej, pitomci, Erdolf dal zavřít sto tisíc lidí, novináře, učitele, městské zastupitele, policisty, ... Kde jste?

 Nepřišel vám příkaz z Brusele? Bojíte se, že by se někdo mohl začít ptát, jak je to tedy s tou garancí liberální demokracie členů NATO? Nebo kdo už před lety donutil tureckou armádu přestat zajišťovat sekulární charakter Turecka a umožnil Erdolfovi nastoupit do vlaku demokracie, ze kterého těmi čistkami po falešném pokusu o převrat vystoupil? 

Kde jsou všichni bojovníci za svobodu Tibetu, když Erdolf bombarduje Kurdy na svém i cizím území? 

Co, že neprotestují proti zatýkání starostů a starostek? 

Koho zajímají Kurdové, když si nedokázali pořídit ani nějakého dalajlámu, se kterým by se mohli aktivisti fotit a nábožně poslouchat jeho moudra...

Komentář: J. Krynický

http://www.independent.co.uk/news/world/asia/facebook-twitter-whatsapp-turkey-erdogan-blocked-opposition-leaders-arrested-a7396831.html","Whatsapp, Twitter and Facebook are now blocked in Turkey","Access to social media and sharing websites has been blocked in Turkey following the arrests of 11 Kurdish-backed politicians, according to an internet monitoring group. At around 1am local time on Friday monitoring network Turkey Blocks, which provides a live feed of internet shutdown incidents in…",http://www.independent.co.uk/news/world/asia/facebook-twitter-whatsapp-turkey-erdogan-blocked-opposition-leaders-arrested-a7396831.html
BPI,IvCRN,173,"Tak EU soudy rozhodují, že nelze soudit pachatele sexuálního násilí, protože pachatelé nevěděli, že to co udělali, je v Evropě trestné. Naposledy v Rakousku osvobodil soud násilníka, politicky korektně zamlčíme jeho původ a vyznání, který znásilnil chlapce ve věku desíti let. Prý nevěděl, že je to v Rakousku zakázané a dokonce trestné. 

Tak zároveň tato prohlášení vyvrací neustále opakované řečičky dobroserů, že přichází lidé z kulturního prostředí, minimálně srovnatelného s evropskou kulturou, možná kulturnější a že pedofilie a znásilňování nevěřících žen není v souladu s islámem a vše si nakonec vymýšlejí rasističtí xenofobové. Když říkají, že nevěděli o ""nevhodnosti"" takového jednání v EU, tak zároveň říká, že v původní domovině to považují za normální.",Muslim Refugee Who Raped 10-Year-Old Boy Gets Pass Because He Didn't Know It Was Wrong,"October 22, 2016 Daniel Greenfield    Muslim migrants in the West have long since learned that their best defense is just claiming that they didn't know it was wrong.  Almahde Ahmad Atagore, a Libyan Muslim, sexually assaulted girls as young as 13. The judge told him, he was ""very ill prepared to de...",http://www.frontpagemag.com/point/264588/muslim-refugee-who-raped-10-year-old-boy-gets-pass-daniel-greenfield#.WCLjn4EezbU.facebook
cssd,echo,336,"""Pan Herman se zřejmě snažil nějakým způsobem podpořit vyznamenání pro svého strýce, pan prezident se snažil zabránit schůzce ministra Hermana s dalajlamou. Každý po tom druhém něco chtěl a vzájemně se zklamali. Z toho pak vyplynuly ty hořkosti,"" říká v rozhovoru pro Týdeník Echo premiér.",Sobotka: Organizátoři na Staroměstském náměstí zneužili naštvanosti lidí - Echo24.cz,"Tři týdny po krajských volbách, které pro vládní ČSSD znamenají vyklízení pozic, přišel tento týden šok. Dva průzkumy (STEM a CVVM), v nichž sociální demokracie začala výrazně ztrácet na koaliční ANO Andreje Babiše, v obou případech o patnáct procent. Mezitím se udála řada dalších věcí: návštěva dal...",http://echo24.cz/a/w5jnV/sobotka-organizatori-na-staromestskem-namesti-zneuzili-nastvanosti-lidi
cssd,svobodny forum,304,"Skvělý úspěch: Rozhovor s Bárou Štěpánovou má za 24 hodin už 100 tisíc zobrazení. Je to proto, že se Bára nebojí a říká věci přímo.","Bára Štěpánová: Nejde jen o ohavného prezidenta, ale i o Babiše a o naši svobodu","Herečka, signatářka Charty 77 a spoluzakladatelka někdejší Společnosti za veselejší současnost Bára Štěpánová zmínila jako jediná v původně zcenzurované Show Jana Krause i to, že „bylo kdysi takové heslo: Republiku si rozvracet nedáme. Tak prosím pěkně: Naši zemi si ukrást nedáme. Ani tím monstrem n...",http://svobodneforum.cz/bara-stepanova-nejde-jen-o-ohavneho-prezidenta-ale-i-o-babise-a-o-nasi-svobodu/
cssd,svobodny forum,304,"Herečce Báře Štěpánové přišla po jejím zcenzurovaném vystoupení v Show Jana Krause velmi zvláštní textová zpráva podepsaná ministrem financí Andrejem Babišem. Svobodnému fóru popsala, jak všechno probíhalo, i co ji trápí na současném dění v České republice.","Bára Štěpánová: Nejde jen o ohavného prezidenta, ale i o Babiše a o naši svobodu","Herečka, signatářka Charty 77 a spoluzakladatelka někdejší Společnosti za veselejší současnost Bára Štěpánová zmínila jako jediná v původně zcenzurované Show Jana Krause i to, že „bylo kdysi takové heslo: Republiku si rozvracet nedáme. Tak prosím pěkně: Naši zemi si ukrást nedáme. Ani tím monstrem n...",http://svobodneforum.cz/bara-stepanova-nejde-jen-o-ohavneho-prezidenta-ale-i-o-babise-a-o-nasi-svobodu/
cssd,svobodny forum,304,"Jeden z nejčtenějších rozhovorů na Svobodném fóru. Nejen o tom, jak Báru Štěpánovou pozval na večeři Andrej Babiš.","Bára Štěpánová: Nejde jen o ohavného prezidenta, ale i o Babiše a o naši svobodu","Herečka, signatářka Charty 77 a spoluzakladatelka někdejší Společnosti za veselejší současnost Bára Štěpánová zmínila jako jediná v původně zcenzurované Show Jana Krause i to, že „bylo kdysi takové heslo: Republiku si rozvracet nedáme. Tak prosím pěkně: Naši zemi si ukrást nedáme. Ani tím monstrem n...",http://svobodneforum.cz/bara-stepanova-nejde-jen-o-ohavneho-prezidenta-ale-i-o-babise-a-o-nasi-svobodu/
cssd,rudy kurvy,260,Souhlasíte s touto výzvou?,"Filip chce, aby Herman rezignoval. Tvrdí, že lže a škodí Česku","Jiří Brady nedostal 28. října na Pražském hradě státní vyznamenání. Podle předsedy největší opoziční strany KSČM Vojtěcha Filipa je zřejmé, že ministr kultury Daniel Herman (KDU-ČSL) lhal, když tvrdil, že Brady vyznamenání dostat měl a Hrad ho na poslední chvíli vyškrtl. Filip proto vyzval Hermana k...",http://www.ceskatelevize.cz/ct24/domaci/1946158-filip-chce-aby-herman-rezignoval-tvrdi-ze-lze-a-skodi-cesku
cssd,usvit,222,"Alena Vitásková - Senát 2016: Ti, co pomáhali vytunelovat OKD, sedí ve vládě a nikdo je nestíhá. Současná Sobotkova vláda je spojena i s ekonomicko-politickou mafií, která vydělává například na obnovitelných zdrojích energie. Vyvlastnění majetku Zdeňka Bakaly je jedinou možností, jak krádež OKD alespoň částečně napravit. 

Za zásadní považuji, aby byl výnos z dražby vyvlastněného majetku převeden na účet Moravskoslezského kraje a následně především na účty občanů na Ostravsku, kteří kvůli Bakalovi přišli o střechu nad hlavou a mnozí také o práci",Vitásková připravila zákon o vyvlastnění majetku miliardáře Bakaly,"Ostravská kandidátka Úsvitu - Národní koalice do Senátu Alena Vitásková chce oslovit voliče návrhem zákona na vyvlastnění majetku miliardáře Zdeňka Bakaly, bývalého spolumajitele černouhelné OKD. Předseda strany Miroslav Lidinský v úterý řekl, že speciální zákon má dovolit vyvlastnit a později vydra...",https://www.novinky.cz/ekonomika/414511-vitaskova-pripravila-zakon-o-vyvlastneni-majetku-miliardare-bakaly.html
cssd,ods,197,"Petr Fiala: ""Máme tady politický systém, který je narušován - teď už je třeba říci - silným populistickým hnutím, které je v levicové vládě a občas vystupuje s pravicovými myšlenkami, a je tu silná levice. To znamená, že je třeba, abychom oživili a rehabilitovali českou pravici. Jak ta spolupráce bude vypadat, o tom se bavme.""","Spolupracujme všechny strany od středu doprava, vybízí šéf ODS Fiala - iDNES.cz","Vzápětí po krajských a senátních volbách přichází šéf opoziční ODS Petr Fiala s novou iniciativou směrem k ostatním nesocialistickým stranám. „Spolupracujme v nějaké formě všechny středy od středu doprava,“ řekl Fiala v rozhovoru pro iDNES.cz. Kdyby k tomu byla ochota, musí se dobře spočítat, zda by...",http://zpravy.idnes.cz/spolupracujme-vsechny-strany-od-stredu-doprava-vybizi-sef-ods-fiala-1i5-/domaci.aspx?c=A161020_161506_domaci_kop
cssd,idnes,195,Tak tohle je oproti našim končinám úplné sci-fi.,VIDEO: Japonci během pouhých sedmi dnů opravili kráter v centru Fukuoky - iDNES.cz,,http://zpravy.idnes.cz/japonsko-fukuoka-propad-ulice-krater-oprava-fmn-/zahranicni.aspx?c=A161115_081644_zahranicni_jan
cssd,top09,193,"Nemůžeme přestat upozorňovat, že svoboda je ohrožována. Musíme ale také mluvit o tom, co děláme a uděláme pro to, abychom svou svobodu posílili. Jen tak nabídneme naší zemi bezpečnou budoucnost a prosperitu.",TOP 09: Svobodu musíme posílit. Nedopustíme její pokřivení,"Cesta ke svobodě nebyla jednoduchá. Byla vykoupena životy, lety ve vězení nebo omezeními, které postihly miliony lidí. S námi však v její obraně můžete počítat.",http://www.top09.cz/co-delame/komentare/top-09-svobodu-musime-posilit-nedopustime-jeji-pokriveni-21360.html
cssd,usvit,193,"„Pokud kancléřka Merkelová pozve do Německa a do Evropy statisíce Syřanů a tím způsobí největší imigrační a bezpečnostní krizi v moderní historii Evropy, měla by okamžitě rezignovat. A to jsem ještě mírný! Díky její politice umírali lidé a některé její kroky by se daly označit za trestný čin! Na to už omluva nestačí.

 Nemůže přece udělat nevratné, „smrtící“ kroky a pak říct „nepovedlo se to, tak se omlouvám“! To samé platí pro nikým nevolenou europartu, jako jsou předseda Evropské komise Juncker nebo eurokomisařka Mogheriniová""  uvedl Marek Černoch v rozhovoru pro Parlamentní listy.","Marek Černoch prozradil, co se dělo ve sněmovně kvůli Turecku. Merkelová by měla rezignovat, a to jsem ještě mírný, dodává","ROZHOVOR Šéf poslaneckého klubu hnutí Úsvit Marek Černoch v rozhovoru pro ParlamentníListy.cz prozradil, jak v týdnu probíhalo na výboru Poslanecké sněmovny jednání o bezvízovém styku s Tureckem. A poté připomněl, jak k této...",http://www.parlamentnilisty.cz/arena/rozhovory/Marek-Cernoch-prozradil-co-se-delo-ve-snemovne-kvuli-Turecku-Merkelova-by-mela-rezignovat-a-to-jsem-jeste-mirny-dodava-452024
cssd,idnes,189,Oproti běžnému stavu českých silnic už asi není jízda po kolejích velkou změnou...,"Seniorka považovala trať za špatnou silnici, minula i zastávku s lidmi - iDNES.cz",,http://ostrava.idnes.cz/opakovana-situace-v-ostrave-ridicka-uvizla-v-kolejisti-pik-/ostrava-zpravy.aspx?c=A161118_151746_ostrava-zpravy_woj
cssd,parlace,186,"Havlovi pohrobci s pěnou u huby. „Zuřil a křičel a bradu si slinou třísnil,“ citoval nám Ringo Čech z pověsti","Donald Trump, to je velké vítězství. Vyser se na to, Bartoško, vzkazuje Ringo Čech. Rusy všichni provokují, teď to bude jinak","ROZHOVOR „Horáček je statečnej! Líbí se mi, že chce být prezidentem! Ať to zkusí! Já bych mu ale vzkázal: Horáčku, začal jsi trochu brzo. Ono to do voleb ale trochu vychladne... Že byl ve vazbě, tak to přece neznamená, že byl opravdu zavřenej a že něco provedl,“ říká v rozhovoru ParlamentníchListů.c...",http://www.parlamentnilisty.cz/arena/rozhovory/Donald-Trump-to-je-velke-vitezstvi-Vyser-se-na-to-Bartosko-vzkazuje-Ringo-Cech-Rusy-vsichni-provokuji-ted-to-bude-jinak-461860
cssd,spd,181,"Hnutí Svoboda a přímá demokracie – Tomio Okamura děkuje všem příznivcům a voličům, kteří podpořili kandidáty našeho hnutí ve volbách do krajských zastupitelstev. V koalici se Stranou Práv Občanů a v samostatné kandidátce se naše hnutí prosadilo ve většině krajů a desítky našich kandidátů se prosadily do krajských zastupitelstev. Jde o obrovský úspěch vlasteneckého hnutí, které prosazuje přímou demokracií a které existuje pouhých 14 měsíců. Děkujeme za obrovskou práci naším členům a příznivcům, kterou odvedli v průběhu volebních kampaní. Naší zastupitelé budou aktivně prosazovat v rámci krajských zastupitelstev programové cíle našeho hnutí. Jde především o zastavení nelegální imigrace a diktátu EU a prosazování přímé demokracie.",Timeline Photos,,https://www.facebook.com/hnutispd/photos/a.974781025886076.1073741828.937443906286455/1271788262852016/?type=3
cssd,IvCRN,175,"Dnes v noci vyhrál drtivě prezidentské volby v Bulharsku generál ve výslužbě a bývalý velitel vzdušných sil Rumen Radev, který vyzval ke zrušení podpory islámské imigrace a k ukončení sankcí proti Rusku. Bulhaři se cítí ohroženi kvůli vyhlášce Ministerstva vnitra č.208 na podporu a financování usídlení migrantských rodin v Bulharsku. Po svém úspěchu v 1. kole Radev prohlásil, že zrušení této vyhlášky bude první věc,kterou jako prezident udělá.

Bulhaři si vybrali dobře. Představte si jak by vypadali, kdyby vyhrála probruselská Cecka Cačeva... 

Mimochodem, ""proruský"" je nálepka, kterou na prezidenta přilípl aktivistický pisálek Novinek. Sám generál uvádí, že ke členství v NATO není alternativa a zdůrazňoval, že studoval v USA. Tvrdí jen, že chce bulharskou cestou. Odmítal ale sankce na Rusko a říkal: „Neměli bychom se dívat na Rusko jako nepřítele.” 

Za zpravodajství z Bulharska děkujeme Iljana Nikolova

https://www.novinky.cz/zahranicni/evropa/420552-bulharsko-se-odvraci-od-promigrantskeho-bruselu-prezidentem-bude-general.html","Bulharsko se odvrací od promigrantského Bruselu, prezidentem bude generál","Proruský kandidát Rumen Radev bude novým bulharským prezidentem. Po sečtení drtivé většiny okrsků z nedělních voleb porazil vládní proevropskou kandidátku Cecku Cačevovou rozdílem více než 20 procentních bodů, informovala v pondělí agentura Reuters. Konzervativní premiér Bojko Borisov před volbami t...",https://www.novinky.cz/zahranicni/evropa/420552-bulharsko-se-odvraci-od-promigrantskeho-bruselu-prezidentem-bude-general.html
cssd,IvCRN,173,"- zruším všechny protiústavní exekutivní dekrety, memoranda a příkazy vydané prezidentem Obamou.

- zruším všechny federální dotace pro města v US a Kanadě, která poskytují asyl nelegálním imigrantům bez dokumentů 

- zahájím deportace více než dvou milionů kriminálních ilegálních imigrantů, zastavím vydávání vstupních víz pro země jejich původu, které je odmítnou přijmout.

- omezím imigraci z regionů spojených s terorismem, ve kterých nelze potenciální imigranty bezpečně prověřit. Všechny prověřovací procesy v zemích těchto regionů budou prováděny v režimu extrémního prověřování.

http://www.samizdat2016.cz/2016/11/kompletni-trumpuv-prezidentsky-plan-pro-prvnich-100-dni-funkce/",Kompletní Trumpův prezidentský plán pro prvních 100 dní funkce – Samizdat 2016,"Kompletní Trumpův prezidentský plán pro prvních 100 dní funkce Podle Trumpova projevu přeložil Tommáš Haas Co bude následovat, je můj 100-denní akční plán, začít práce na obnovu Ameriky. Je to smlouva mezi mnou a americkými voliči – a začíná s obnovou poctivosti, odpovědnosti a změn ve Washingtonu. ...",http://www.samizdat2016.cz/2016/11/kompletni-trumpuv-prezidentsky-plan-pro-prvnich-100-dni-funkce/
cssd,echo,171,"Profesor Bassam Tibi je původem Syřan, profesí západní vzdělanec, po většinu svého dospělého života občan Německa. Dlouho patřil k optimistům, kteří věřili v plodné soužití muslimů v Evropě s jejich hostiteli.","Vítací kultura dovede Německo k záhubě, říká profesor Bassam Tibi - Echo24.cz","Profesor Bassam Tibi (72) je původem Syřan, profesí západní vzdělanec, po většinu svého dospělého života občan Německa. Dlouho patřil k optimistům, kteří věřili v plodné soužití muslimů v Evropě s jejich hostiteli. V rozhovoru pro Týdeník Echo vysvětluje emeritní profesor mezinárodních vztahů na uni...",http://echo24.cz/a/iHSVk#M9TfsZRTOIMQXFT3.01
cssd,ano,170,"A teď prosíme pozor. Andrej Babiš získal ocenění prestižního časopisu Emerging Markets pro NEJLEPŠÍHO MINISTRA FINANCÍ zemí Střední a Východní Evropy za rok 2016!

V hlasování představitelů finančních institucí, bankéřů, analytiků a dalších finančních expertů zvítězil český ministr financí díky své vyvážené a zodpovědné fiskální politice, která pomáhá udržovat a podporovat hospodářský růst a zároveň výrazně přispívá ke snižování zadluženosti země. Státní dluh od nástupu Andreje Babiše do úřadu klesl v absolutních číslech k 30. září 2016 o 23 mld. Kč. V poměru k hrubému domácímu produktu poklesl o 5,6 procentního bodu na 35,5 % HDP, čímž se Česká republika řadí mezi nejméně zadlužené státy EU.",Andrej Babiš získal ocenění pro ministra financí roku 2016,"Ministerstvo financí je orgánem státní správy pro státní rozpočet České Republiky. Na portále naleznete Informace o veřejných financích, daních a clech, přehled o rozvoji trhu a státní pokladně.",http://www.mfcr.cz/cs/aktualne/tiskove-zpravy/2016/andrej-babis-ziskal-oceneni-26271
cssd,spd,167,Vzkaz Tomia Okamury voličům,,,https://www.facebook.com/hnutispd/videos/1271891322841710/
cssd,spd,167,"Facebook nedávno zavedl možnost vyjádřit svou emoci jiným znakem, než jakým je palec směřující nahoru. Tak schválně, jakou emoci ve vás vzbuzuje taková ilustrace k článku o SPD - Tomio Okamura na titulce portálu Novinky.cz? Napište nám do komentářů, jak takovouto novinářskou práci, kdy je použita taková archivní fotografie, hodnotíte.",Timeline Photos,,https://www.facebook.com/hnutispd/photos/a.974781025886076.1073741828.937443906286455/1272451602785682/?type=3
cssd,eurozpravy,166,"Vypadni, nebo ti rozbijeme hubu... Dopiješ to pivo a vypadneš pryč, do týhle hospody už nepáchneš, tady pro tebe není místo, hrozili hosté hospody Hollanovi a Stropnickému","Stropnického a Hollana napadli kvůli uprchlíkům. Vypadněte, křičela hospoda | EuroZprávy.cz","Brno - Brněnského zastupitele Matěje Hollana a předsedu Zelených Matěje Stropnického včera v Brně vyhodili z hospody. Podle Hollana jim vyhrožoval násilím známý advokát Richard Špíšek, který například obhajoval Kevina Dahlgrena. Ten to odmítá a všechno svádí na kamaráda, se kterým byl na pivu.",http://domaci.eurozpravy.cz/zivot/167417-stropnickeho-a-hollana-napadli-kvuli-uprchlikum-vypadnete-kricela-hospoda/
cssd,svobodni,161,,Strana svobodných občanů's cover photo,,https://www.facebook.com/svobodni/photos/a.10150697185784704.414924.43855944703/10154606691849704/?type=3
cssd,denik.cz,159,"Pavel Bělobrádek připustil, že jednou z chyb KDU-ČSL bylo, že se nechala koaličními partnery přesvědčit ke zrušení poplatků v nemocnicích. Bělobrádek uvedl, že tyto peníze teď ve zdravotnictví prostě chybí.","VIDEO: Česko potřebuje kvalitní zdravotní péči, shodli se lídři v debatě",Mnoho politických stran a hnutí má ve volebních programech zlepšení zdravotnické péče v krajích. Krajům chybí zejména vyšší a střední zdravotnický personál.,http://www.denik.cz/z_domova/cr-potrebuje-kvalitni-zdravotni-peci-shodli-se-lidri-v-debate-20160929.html?utm_source=zoomsphere&utm_medium=selfpromo&utm_campaign=FB-stranky-denik-debata&utm_content=cr-potrebuje-kvalitni-zdravotni-peci-shodli-se-lidri-v-deb
